OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,464,,"Bridge House, Bridge Court, Normanby",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/464_Bridge%20House.pdf,ETRS89,-1.159834262,54.55582927,0.17,not owned by a public authority,yes,permissioned,full planning permission,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2015/0645/FFM,,12,Permission is for 12 No. 1-bed flats.,,,,,,,,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,420,,"Grosmont Close, Redcar",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/420_Grosmont%20Close.pdf,ETRS89,-1.071091978,54.59479614,0.15,owned by a public authority,yes,permissioned,full planning permission,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2015/0395/FFM,,12,Permission is for an assisted living scheme comprising 8 flats and 4 bungalows.,,,,,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Local Plan Housing Allocation,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,136,,"Wilton Lane, Guisborough",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/136_Wilton%20Lane.pdf,ETRS89,-1.054712451,54.53952405,0.27,not owned by a public authority,yes,permissioned,full planning permission,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2017/0407/FFM,,14,Permission is for 14 semi-detached 3-bed dwellings.,,,,,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Local Plan Housing Allocation,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,387,,"Land Adjacent Ryehills School, Redcar",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/387_Land%20adjacent%20Ryehills%20School.pdf,ETRS89,-1.057576039,54.6050446,1.23,owned by a public authority,yes,pending decision,,,https://planning.redcar-cleveland.gov.uk/(S(a4am2f0uionv2gvttu4glsoi))/plaRecord.aspx?AppNo=R/2017/0728/FFM,,49,"Application is for 49 dwellings comprising 2,3 and 4-bed semi-detached and detached dwellings.",,,,,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Local Plan Housing Allocation,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,360,,"Former Rosecroft School, Rosecroft Lane, Loftus",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/360_Former%20Rosecroft%20School.pdf,ETRS89,-0.891034741,54.55070842,1.38,owned by a public authority,yes,not permissioned,,,https://planning.redcar-cleveland.gov.uk/(S(2hh5vakvzynnbkkhw2yugjhv))/plaRecord.aspx?AppNo=R/2011/0926/FFM,,50,,,,50,50,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Part of wider local plan allocation of  with former playing field for 100 dwellings over 3.1ha. Yield reflects previous planning permission for the site from 2011.,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,389,,"Hummersea Hills Phase 1, Loftus",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/389_Hummersea%20Hills%20Phase%201.pdf,ETRS89,-0.886762733,54.55768836,0.41,not owned by a public authority,,permissioned,full planning permission,08/03/2010,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2009/0766/FFM,,17,Comprises remaining development area on extant consent at phase 1 .,,,,,,,,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,392,,"Hummersea Hills Phase 2, Loftus",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/392_Hummersea%20Hills%20Phase%202.pdf,ETRS89,-0.889832332,54.55740199,3.11,not owned by a public authority,,permissioned,full planning permission,04/11/2011,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2011/0375/FFM,,104,Comprises remaining dwellings on phase 2 and excludes separate permission on part of the site for 60 extra-care apartments which is expected to lapse in June 2018. The figure of 104 includes 34 dwellings previously proposed on the apartment permission site. ,,,,,,,Site excludes 1.0ha associated public open space which is part of the planning permission and is adjacent to the site.,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,457,,"Former Abattoir Site, Boosbeck",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/457_Former%20Abattoir%20Site.pdf,ETRS89,-0.983965932,54.54463979,0.81,not owned by a public authority,,permissioned,outline planning permission,22/02/2017,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2016/0759/OOM,,31,Part of larger allocation site (4.3ha.) site with outline permission for 69 dwellings. Rest of allocation is currently Council owned open space.,,,,,,,,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,456,,"Former Handale Primary School, Loftus",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/456_Former%20Handale%20Primary%20School.pdf,ETRS89,-0.892608846,54.5542369,0.28,owned by a public authority,,not permissioned,,,,,10,,,,10,10,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Local Plan Housing Allocation,10/11/2017,10/11/2017
http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,Redcar and Cleveland Borough Council,206,,"Land at Corporation Road, Redcar",http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/$File/206_Land%20at%20Corporation%20Road.pdf,ETRS89,-1.074113139,54.61308957,2.41,owned by a public authority,,not permissioned,,,,,86,,,,86,86,,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/7265BE9ED13D3F6580256F6A003F1D97/$FILE/Publication%20Local%20Plan%20%28November%202016%29.pdf,Local Plan Housing Allocation,10/11/2017,10/11/2017
