OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,1,,9 Ashley Road Walton-on-Thames Surrey KT12 1HY,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2095578/2095578.pdf,OSGB36,510245,166112,0.02,not owned by a public authority,yes,permissioned,full planning permission,2014-12-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt12+1hy,,5,Part two/part first floor side and two storey and single storey rear extensions and conversion of part of first floor to provide five flats,,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,2,,Taggs Boatyard 44 Summer Road Thames Ditton Surrey KT7 0QQ,http://edocs.elmbridge.gov.uk/IAM/IAMCache/1941899/1941899.pdf,OSGB36,516078,167403,0.16,not owned by a public authority,yes,permissioned,full planning permission,2015-02-10,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=taggs,,,"Redevelopment of the site to provide a detached three storey building located to the rear comprising of boatyard and offices at ground floor and 8 flats above and detached two storey building to the front comprising of access with 1 flat above, along with associated parking following demolition of all existing buildings on site",,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,3,,Imber Court Trading Estate Orchard Lane East Molesey Surrey KT8 0BY ,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2340311/2340311.pdf,OSGB36,514745,167254,3.03,not owned by a public authority,yes,permissioned,outline planning permission,2015-12-16,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=imber+court+trading,,,"Outline planning application (means of access only to be determined at this time) for development comprising up to 95 residential units including 38 affordable units following demolition of existing industrial buildings (16,618 sqm) ",,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,4,,Lincoln Court Old Avenue Weybridge Surrey KT13 0PH,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2301966/2301966.pdf,OSGB36,508614,163877,0.31,not owned by a public authority,yes,permissioned,full planning permission,2016-03-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=lincoln+court,,,Detached part four/part three/part two storey building with basement parking containing 15 flats following demolition of existing block of flats and 2 existing garage blocks ,,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,5,,Site of Molesey Centre for the Community School Road Sandra House and Radnor House Hansler Grove East Molesey Surrey KT8 9JL,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2290975/2290975.pdf,OSGB36,514776,167963,0.52,not owned by a public authority,yes,permissioned,full planning permission,2016-03-23,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kt8+9jl,,,"Development comprising 2 detached three storey buildings, 1 part two/part three storey building and a terrace of 5 houses (total of 50 residential units) with associated parking and new pedestrian access following demolition of Molesey Community Centre, Radnor House and Sandra House (260sqm)",,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,6,,105 - 113 High Street Esher Surrey KT10 9QE,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2200922/2200922.PDF,OSGB36,513767,164470,0.79,not owned by a public authority,yes,permissioned,full planning permission,2016-04-26,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=105+high+street,,,"Redevelopment to provide an extension to the existing Waitrose store with ancillary servicing and car parking, including reconfiguration of the access arrangements, along with demolition of the former Surrey Police Station and redevelopment to provide flexible ground floor retail space with 6 residential units above and ancillary parking, servicing and access",,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,7,,96 and 96R Walton Road East Molesey Surrey KT8 0DL,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2507280/2507280.pdf,OSGB36,514553,168048,0.04,not owned by a public authority,yes,permissioned,full planning permission,2016-06-13,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=96+walton+road,,,PD Prior Notification : Change of use from Office (B1a) to Residential (C3),,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,11,,13-19 High Street Thames Ditton Surrey KT7 0SD,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2589844/2589844.pdf,OSGB36,516171,167276,0.06,not owned by a public authority,yes,permissioned,full planning permission,2016-07-26,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=13+high+street,,,PD Prior Notification: Change of use from Office (B1a) to Residential (C3),,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,12,,83 High Street Walton-On-Thames Surrey KT12 1DU,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2562091/2562091.pdf,OSGB36,510281,166186,0.10,not owned by a public authority,yes,permissioned,full planning permission,2016-09-01,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=83+high+street,,,PD Prior Notification: Change of use from Office (B1a) to Residential (C3),,,,,,,,2017-12-15,
http://opendatacommunities.org/id/district-council/elmbridge,Elmbridge Borough Council,13,,Kingsbridge House Kingsbridge Road Walton-On-Thames KT12 2BH,http://edocs.elmbridge.gov.uk/IAM/IAMCache/2680081/2680081.pdf,OSGB36,510536,166819,0.04,not owned by a public authority,yes,permissioned,full planning permission,2016-11-10,http://emaps.elmbridge.gov.uk/ebc_planning.aspx?pagerecs=500&maxrecords=500&template=SearchResultsTab.tmplt&requestType=parseTemplate&ADDRESS%3APARAM=kingsbridge+house,,,PD Prior Notification: Change of use from Offices (B1a) to Residential (C3) ,,,,,,,,2017-12-15,
