OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,PSH3,,Rear of 129 157 & 159 Cropston Road Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.678164,-1.178175,1.7,not owned by a public authority,yes,permissioned,full planning permission,2017-03-02,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,,36,Erection of 36 dwellings,,,36,36,,,,2017-11-15,2017-11-15
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH10,,Land between 1 and 3 Latimer Street and 10a and 16 Bradgate Road Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.672016,-1.187489,0.13,not owned by a public authority,,not permissioned,,,,,12,,,,12,12,,,,2017-11-15,2017-11-15
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH108,,Gynsill Court Gynsill Lane Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.661837,-1.192513,2.8,not owned by a public authority,yes,permissioned,full planning permission,2017-05-19,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,,40,Erection of 40 dwellings. (Reserved matters - outline application P/13/2263/2 refers),,,40,40,,,,2017-11-15,2017-11-15
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH17,,Warehouse and Premises 83 Hollow Road Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.675404,-1.191331,0.07,not owned by a public authority,yes,permissioned,full planning permission,2016-08-01,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,,8,Erection of 3 storey apartment building containing eight dwellings,,,8,8,,,,2017-11-15,2017-11-15
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH4,,Albion Street Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.67473,-1.186049,0.28,not owned by a public authority,,not permissioned,,,,,8,,,,8,8,,,,2017-11-16,2017-11-16
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH9,,Hollow Road Anstey General Industrial Anstey,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.672757,-1.193288,0.3,not owned by a public authority,,not permissioned,,,,,9,,,,9,9,,,,2017-11-16,2017-11-16
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,PSH281,,Meadow Farm Marina Huston Close Barrow Upon Soar,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.741757,-1.134956,2.5,not owned by a public authority,,not permissioned,,,,,35,,,,35,35,,,,2017-11-16,2017-11-16
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,PSH374,,3A 9 Melton Road LE12 8NS,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.750801,-1.147415,0.2,not owned by a public authority,yes,pending decision,outline planning permission,,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,,5,Site for the erection of 3 detached dwellings and conversion of workshop to form 2 apartments with associated access.,,,5,5,,,,2017-11-16,2017-11-16
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,SH18,,Charnwood Mill Sileby Road Barrow Upon Soar,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.747407,-1.142992,0.67,not owned by a public authority,yes,permissioned,full planning permission,2015-08-03,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,,10,"Creation of access following demolition of part of building, use of former employment land for siting for 10 permanent park homes and creation of additional parking for Charnwood Mill and residents of Nos 16-24 Sileby Road. (Revised scheme - P/13/1330/2 refers) ",,,10,10,,,,2017-11-16,2017-11-16
http://opendatacommunities.org/id/district-council/charnwood,Charnwood Borough Council,PSH182,,Sturdee Poultry Farms Site Sowters Lane Burton on the Wolds,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,ETRS89,52.782876,-1.122577,3.1,not owned by a public authority,,not permissioned,,,,,60,,,,60,60,,,,2017-11-16,2017-11-16
