OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF001,,"""Roundhill, Tiverton""",,WGS84,-3.498699,50.899945,0.4,owned by a public authority,yes,not permissioned,,,,,20,,,,,,,,A proposed site allocation in the Mid Devon Local Plan Review subject to 20 affordable dwellings.,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF002,,"""Land between Blundells School and River Lowman, Tiverton""",,WGS84,-3.470391,50.905965,3.5,mixed ownership,yes,not permissioned,,,,,50,,,,,,,,"Site previously allocated in the AIDPD (2011) and is currently part of a proposed allocation in the Local Plan Review for 200 dwellings with 28% affordable housing subject to approximately 8ha of GI, appropriate land shaping to raise areas for  development above flood zone 3, provision of a junction on Heathcoat Way and a safeguarded route road through the site, provision and enhancement of cycle and pedestrian links in the area. The site is comprised of brownfield and greenfield land although only the brownfield proportion is included in the BLR. Minimum dwelling figure based on the same density assumptions proposed for the LPR allocation as a whole. ",2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF003,,"""Newton Square, Bampton""",,WGS84,-3.486655,50.990841,0.25,not owned by a public authority,,not permissioned,,,,,5,,Provision made onsite for parking of delivery vehicles serving the convenience store at 4-6 Newton Square.,,,,,,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF004,,"""Phoenix Lane, Tiverton""",,WGS84,-3.486069,50.901574,1.1,not owned by a public authority,,not permissioned,,,,,60,,"7,000 sq.m of mixed commercial space; redesign and enhancement of the bus station; improved pedestrian access between Phoenix Lane and the Pannier Market; Retention or relocation of the war memorial within the town centre.",,,,,,"A proposed site allocation in the Mid Devon Local Plan Review for 60 dwellings (28% affordable), 7,000 sq.m of mixed commercial floorspace. ",2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF005,,"""The Woods Group, Crediton""",,WGS84,-3.647994,50.786521,0.17,not owned by a public authority,,not permissioned,,,,,8,,,,,,,,A proposed site allocation in the Mid Devon Local Plan Review for 8 dwellings.,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF006,,"""Former Tiverton Parkway Hotel, Sampford Peverell""",,WGS84,-3.3732,50.920494,0.45,not owned by a public authority,yes,not permissioned,,,,,10,,Provision of a doctors' surgery,,,,,,A proposed site allocation in the Mid Devon Local Plan Review subject to 10  dwellings including 30% affordable.,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF007,,"""The Garage, Silverton""",,WGS84,-3.483059,50.811828,0.11,not owned by a public authority,yes,not permissioned,,,,,5,,,,,,,,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF008,,"""Former Stone Crushing Works, Scotts Business Park, Bampton""",,WGS84,-3.490878,50.984777,3.41,not owned by a public authority,yes,permissioned,full planning permission,2017-10-04,http://docs.middevon.gov.uk/pap/index.asp?caseref=12/01625/MFUL,,13,"""62 dwellings in total (including 14 affordable) 44 completed, 5 under construction, 13 approved with planning permission.""",,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF009,,"""East of Simla Cottage, Ashleigh Park""",,WGS84,-3.4794,50.987555,0.45,not owned by a public authority,yes,permissioned,reserved matters approval,2017-07-25,https://planning.middevon.gov.uk/online-applications/applicationDetails.do?keyVal=ONO73FKS07T00&activeTab=summary,,4,"""4 x 4 bed detached bungalows.""",,,,,,,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/mid-devon,Mid Devon,MDDC/BF010,,"""47 Mill Street, Crediton, EX17 3AA""",,WGS84,-3.647031,50.787283,0.07,not owned by a public authority,yes,permissioned,full planning permission,2015-04-06,http://docs.middevon.gov.uk/pap/index.asp?caseref=14/02130/MFUL,,9,"""Demolition of building and new build of 10 flats. 1 under construction, 9 approved with planning permission.""",,,,,,,,2017-12-31,2017-12-31
